REF_AREA,REF_AREA_LABEL,INDICATOR_LABEL,TIME_PERIOD,OBS_VALUE,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,Column 1,Column 2
VNM,Viet Nam,GDP per capita (current US$),2022,4147.697772,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
VIR,Virgin Islands (U.S.),GDP per capita (current US$),2022,44320.90919,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PSE,West Bank and Gaza,GDP per capita (current US$),2022,3799.95527,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ZMB,Zambia,GDP per capita (current US$),2022,1447.123101,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ZWE,Zimbabwe,GDP per capita (current US$),2022,2040.546587,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AFE,Africa Eastern and Southern,GDP per capita (current US$),2023,1510.742951,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AFW,Africa Western and Central,GDP per capita (current US$),2023,1599.392983,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ARB,Arab World,GDP per capita (current US$),2023,7479.688091,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CSS,Caribbean small states,GDP per capita (current US$),2023,17582.26368,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CEB,Central Electricity Board (CEB),GDP per capita (current US$),2023,22699.53517,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EAR,Early-demographic dividend,GDP per capita (current US$),2023,4313.648042,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EAS,East Asia & Pacific,GDP per capita (current US$),2023,13117.90954,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EAP,East Asia & Pacific (excluding high income),GDP per capita (current US$),2023,10125.76681,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TEA,East Asia & Pacific (IDA & IBRD),GDP per capita (current US$),2023,10239.67433,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EMU,Euro area,GDP per capita (current US$),2023,45068.70109,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ECS,Europe & Central Asia,GDP per capita (current US$),2023,29835.71805,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ECA,Europe & Central Asia (excluding high income),GDP per capita (current US$),2023,8571.410187,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TEC,Europe & Central Asia (IDA & IBRD),GDP per capita (current US$),2023,12106.92409,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EUU,European Union,GDP per capita (current US$),2023,41392.07438,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FCS,Fragile and conflict affected situations,GDP per capita (current US$),2023,1722.021979,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HPC,Heavily indebted poor countries (HIPC),GDP per capita (current US$),2023,1140.19607,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HIC,High income,GDP per capita (current US$),2023,48708.46247,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IBD,IBRD only,GDP per capita (current US$),2023,7964.736753,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IBT,IDA & IBRD total,GDP per capita (current US$),2023,6157.398215,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDB,IDA blend,GDP per capita (current US$),2023,1729.919829,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDX,IDA only,GDP per capita (current US$),2023,1319.434443,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDA,IDA total,GDP per capita (current US$),2023,1458.944691,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LTE,Late-demographic dividend,GDP per capita (current US$),2023,12422.7254,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LCN,Latin America & Caribbean,GDP per capita (current US$),2023,10838.82795,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LAC,Latin America & Caribbean (excluding high income),GDP per capita (current US$),2023,10166.92867,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TLA,Latin America & Caribbean (IDA & IBRD),GDP per capita (current US$),2023,10593.11643,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LDC,Least developed countries: UN classification,GDP per capita (current US$),2023,1220.238439,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LMY,Low & middle income,GDP per capita (current US$),2023,5819.840863,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LIC,Low income,GDP per capita (current US$),2023,697.1711915,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LMC,Lower middle income,GDP per capita (current US$),2023,2443.408276,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
MEA,Middle East and North Africa,GDP per capita (current US$),2023,6063.052477,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
MNA,Middle East & North Africa (excluding high income),GDP per capita (current US$),2023,2797.407307,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TMN,Middle East & North Africa (IDA & IBRD),GDP per capita (current US$),2023,2792.714575,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
MIC,Middle income,GDP per capita (current US$),2023,6347.753919,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
NAC,North America,GDP per capita (current US$),2023,79326.90766,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
OED,OECD members,GDP per capita (current US$),2023,46672.51399,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
OSS,Other small states,GDP per capita (current US$),2023,15151.46649,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PSS,Pacific island small states,GDP per capita (current US$),2023,4153.197066,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PST,Post-demographic dividend,GDP per capita (current US$),2023,53961.34181,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PRE,Pre-demographic dividend,GDP per capita (current US$),2023,1416.33353,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SST,Small states,GDP per capita (current US$),2023,14222.96605,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SAS,South Asia,GDP per capita (current US$),2023,2532.375601,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TSA,South Asia (IDA & IBRD),GDP per capita (current US$),2023,2532.375601,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SSF,Sub-Saharan Africa,GDP per capita (current US$),2023,1544.759115,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SSA,Sub-Saharan Africa (excluding high income),GDP per capita (current US$),2023,1614.139025,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TSS,Sub-Saharan Africa (IDA & IBRD),GDP per capita (current US$),2023,1544.759115,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
UMC,Upper middle income,GDP per capita (current US$),2023,10631.31674,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
WLD,World,GDP per capita (current US$),2023,13259.70987,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AFG,Afghanistan,GDP per capita (current US$),2023,413.7578947,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ALB,Albania,GDP per capita (current US$),2023,8575.171346,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DZA,Algeria,GDP per capita (current US$),2023,5364.02795,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AND,Andorra,GDP per capita (current US$),2023,46812.44845,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AGO,Angola,GDP per capita (current US$),2023,2309.53413,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ATG,Antigua and Barbuda,GDP per capita (current US$),2023,21494.5474,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ARG,Argentina,GDP per capita (current US$),2023,14187.48273,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ARM,Armenia,GDP per capita (current US$),2023,8125.273958,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ABW,Aruba,GDP per capita (current US$),2023,33984.79062,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AUS,Australia,GDP per capita (current US$),2023,64835.91998,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AUT,Austria,GDP per capita (current US$),2023,56033.57379,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AZE,Azerbaijan,GDP per capita (current US$),2023,7133.02838,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BHS,"Bahamas, The",GDP per capita (current US$),2023,38231.77448,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BHR,Bahrain,GDP per capita (current US$),2023,29290.12842,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BGD,Bangladesh,GDP per capita (current US$),2023,2551.017738,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BRB,Barbados,GDP per capita (current US$),2023,23804.02499,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BLR,Belarus,GDP per capita (current US$),2023,7896.753883,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BEL,Belgium,GDP per capita (current US$),2023,54690.09427,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BLZ,Belize,GDP per capita (current US$),2023,7459.998151,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BEN,Benin,GDP per capita (current US$),2023,1394.177847,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BMU,Bermuda,GDP per capita (current US$),2023,132604.4391,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BTN,Bhutan,GDP per capita (current US$),2023,3839.409304,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BOL,Bolivia,GDP per capita (current US$),2023,3686.279964,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BIH,Bosnia and Herzegovina,GDP per capita (current US$),2023,8663.02323,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BWA,Botswana,GDP per capita (current US$),2023,7826.353765,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BRA,Brazil,GDP per capita (current US$),2023,10377.58928,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BRN,Brunei,GDP per capita (current US$),2023,32890.54925,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BGR,Bulgaria,GDP per capita (current US$),2023,15883.86185,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BFA,Burkina Faso,GDP per capita (current US$),2023,882.6898101,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BDI,Burundi,GDP per capita (current US$),2023,192.0743054,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CPV,Cabo Verde,GDP per capita (current US$),2023,4861.291841,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
KHM,Cambodia,GDP per capita (current US$),2023,2429.748535,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CMR,Cameroon,GDP per capita (current US$),2023,1736.860911,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CAN,Canada,GDP per capita (current US$),2023,54220.3285,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CYM,Cayman Islands,GDP per capita (current US$),2023,97749.5079,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CAF,Central African Republic,GDP per capita (current US$),2023,495.9788973,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TCD,Chad,GDP per capita (current US$),2023,989.058529,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHI,Channel Islands,GDP per capita (current US$),2023,74589.13812,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHL,Chile,GDP per capita (current US$),2023,17067.03648,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHN,China,GDP per capita (current US$),2023,12951.17824,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COL,Colombia,GDP per capita (current US$),2023,7000.836605,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COM,Comoros,GDP per capita (current US$),2023,1682.202851,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COD,"Congo (the Democratic Republic of the)",GDP per capita (current US$),2023,633.3956617,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COG,"Congo, Rep.",GDP per capita (current US$),2023,2477.978455,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CRI,Costa Rica,GDP per capita (current US$),2023,16942.02681,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CIV,Cote d'Ivoire,GDP per capita (current US$),2023,2554.673049,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HRV,Croatia,GDP per capita (current US$),2023,21865.45628,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CUW,Curaçao,GDP per capita (current US$),2023,21061.74164,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CYP,Cyprus,GDP per capita (current US$),2023,36551.41797,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CZE,Czechia,GDP per capita (current US$),2023,31591.05682,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DNK,Denmark,GDP per capita (current US$),2023,68453.87693,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DJI,Djibouti,GDP per capita (current US$),2023,3397.520158,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DMA,Dominica,GDP per capita (current US$),2023,9912.962128,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DOM,Dominican Republic,GDP per capita (current US$),2023,10630.43174,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ECU,Ecuador,GDP per capita (current US$),2023,6737.847484,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EGY,"Egypt, Arab Rep.",GDP per capita (current US$),2023,3456.789685,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SLV,El Salvador,GDP per capita (current US$),2023,5365.444914,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GNQ,Equatorial Guinea,GDP per capita (current US$),2023,6677.793435,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EST,Estonia,GDP per capita (current US$),2023,30133.30445,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SWZ,Eswatini,GDP per capita (current US$),2023,3741.690107,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FRO,Faroe Islands,GDP per capita (current US$),2023,71774.35224,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FJI,Fiji,GDP per capita (current US$),2023,5888.736673,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FIN,Finland,GDP per capita (current US$),2023,52821.51143,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FRA,France,GDP per capita (current US$),2023,44690.93454,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PYF,French Polynesia,GDP per capita (current US$),2023,22774.1419,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GAB,Gabon,GDP per capita (current US$),2023,8071.397774,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GMB,"Gambia, The",GDP per capita (current US$),2023,888.1574074,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GEO,Georgia,GDP per capita (current US$),2023,8283.669607,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DEU,Germany,GDP per capita (current US$),2023,53940.40734,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GHA,Ghana,GDP per capita (current US$),2023,2383.904105,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GRC,Greece,GDP per capita (current US$),2023,23400.72788,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GRL,Greenland,GDP per capita (current US$),2023,58498.97431,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GRD,Grenada,GDP per capita (current US$),2023,11308.28742,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GTM,Guatemala,GDP per capita (current US$),2023,5758.308763,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GIN,Guinea,GDP per capita (current US$),2023,1555.493758,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GNB,Guinea-Bissau,GDP per capita (current US$),2023,964.9275542,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GUY,Guyana,GDP per capita (current US$),2023,20473.70022,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HTI,Haiti,GDP per capita (current US$),2023,1705.758085,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HND,Honduras,GDP per capita (current US$),2023,3227.457625,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HKG,"Hong Kong SAR, China",GDP per capita (current US$),2023,50565.46477,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HUN,Hungary,GDP per capita (current US$),2023,22312.17903,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ISL,Iceland,GDP per capita (current US$),2023,79960.09615,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IND,India,GDP per capita (current US$),2023,2530.120313,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDN,Indonesia,GDP per capita (current US$),2023,4876.307745,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IRN,"Iran, Islamic Rep.",GDP per capita (current US$),2023,4465.637669,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
